category,description,title,brand,rank,price,productID
"['Books', 'Literature & Fiction', 'Contemporary']","[""A powerful story of grief and hope, a passionate and epic love story from the Russian-born author of the internationally bestselling novels TULLY and ROAD TO PARADISE. The world at war ! two people in love. Tatiana is eighteen years old and pregnant when she miraculously escapes war-torn Leningrad to the West, believing herself to be a widow. Her husband, Major Alexander Belov, a decorated hero of the Soviet Union, has been arrested by Stalin's infamous secret police and is awaiting imminent death as a traitor and a spy. Tatiana begins her new life in America. In wartime New York City she finds work, friends and a life beyond her dreams. However, her grief is inescapable and she keeps hearing Alexander calling out to her. Meanwhile, Alexander faces the greatest danger he's ever known. An American trapped in Russia since adolescence, he has been serving in the Red Army and posing as a Soviet citizen to protect himself. For him, Russia's war is not over, and both victory and defeat will mean certain death. As the Second World War moves into its spectacular close, Tatiana and Alexander are surrounded by the ghosts of their past and each other. They must struggle against destiny and despair as they find themselves in the fight of their lives. A master of the historical epic, Paullina Simons takes us on a journey across continents, time, and the entire breadth of human emotion, to create a heartrendingly beautiful love story that will live on long after the final page is turned.""]",Tatiana and Alexander,Visit Amazon's Paullina Simons Page,"3,682,945 in Books (",$18.85,0007118899
"['Books', 'Arts & Photography', 'History & Criticism']",[],A Face to the World,Visit Amazon's Laura Cumming Page,"1,391,372 in Books (",$49.59,0007118449
"['Books', 'History', 'Military']",[],Over the Edge of the World,Visit Amazon's Laurence Bergreen Page,"15,927,056 in Books (",$10.06,0007118317
"['Books', 'Mystery, Thriller & Suspense', 'Mystery']","[""Agatha Christie's most famous murder mystery, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers. Just after midnight, a snowdrift stops the Orient Express in its tracks. The luxurious train is surprisingly full for the time of the year, but by the morning it is one passenger fewer. An American tycoon lies dead in his compartment, stabbed a dozen times, his door locked from the inside. Isolated and with a killer in their midst, detective Hercule Poirot must identify the murderer -- in case he or she decides to strike again.""]",Murder on the Orient Express (Hercule Poirot),Visit Amazon's Agatha Christie Page,"1,391,148 in Books (",$13.57,0007119313
"['Books', 'Biographies & Memoirs', 'Arts & Literature']","['A moving, open and lighthearted sequel to his New York Times bestseller &quot;A Monk Swimming&quot;. &quot;McCourt&apos;s book is moving &amp; open about how his alcholism devastated his family.&quot; - The New York Times. &quot;He (McCord) recounts his recovery in his own lighthearted way, always seeing the jest in his follies.&quot; - Miami Herald. &quot;...no one understands the value of laughter better than Malachy McCord.&quot; - Irish America Magazine.']",Singing My Him Song,Malachy Mccourt,"10,599,296 in Books (",$18.00,0007116446
"['Books', 'Literature & Fiction', 'Literary']","[""'One of the most original practitioners writing any kind of fiction' Sunday Times 'A great philosophical writer'Independent 'Dick quietly produced serious fiction in a popular form and there can be no greater praise' Michael Moorcock"", 'Philip K. Dick was born in Chicago in 1928 and lived most of his life in California. He attended college for a year at Berkeley. A prolific writer, his other main interest was music. He won the Hugo Award for his classic novel of alternative history, The Man in the High Castle (1962). He was married five times and had three children. Philip K. Dick died in March 1982.']",The Game-Players of Titan (Voyager Classics),Visit Amazon's Philip K. Dick Page,"6,867,563 in Books (",$16.13,0007115881
"['Books', 'Biographies & Memoirs']","['""When I look back on my childhood, I wonder how I survived at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood. People everywhere brag or whimper about the woes of their early years, but nothing can compare with the Irish version: the poverty; the shiftless loquacious father; the pious defeated mother moaning by the fire; pompous priests; bullying shcoolmasters; the English and the terrible things they did to us for eight hundred long years. Above all we were wet!"" So begins Frank McCourt\'s stunning memoir of his childhood in Ireland and America, a recollection of unvarnished truth and no self pity, of grinding poverty and indomitable spirit that will live in the memory long after the tape has ended. Now a major film directed by Alan Parker and starring Robert Carlyle and Emily Watson.']",Angela's Ashes : A Memoir of a Childhood,Visit Amazon's Frank McCourt Page,"12,443,104 in Books (",$45.04,0007117213
"['Books', 'Science Fiction & Fantasy', 'Science Fiction']",[],Green Mars (Voyager Classics),Visit Amazon's Kim Stanley Robinson Page,"1,862,904 in Books (",,0007119593
"['Books', 'Science Fiction & Fantasy', 'Fantasy']","['', 'Of those who work in the grand epic fantasy tradition, George R.R. Martin is by far the best<br/>Time magazine', 'Colossal, staggering all the intoxicating complexity of the Wars of the Roses or Imperial Rome<br/>SFX', 'The sheer mind-boggling scope of this epic has sent other fantasy writers away shaking their heads Its ambition: to construct the Twelve Caesars of fantasy fiction, with characters so venomous they could eat the Borgias<br/>Guardian', '', 'George R.R. Martin is the author of fourteen novels, including five volumes of A SONG OF ICE AND FIRE, several collections of short stories and numerous screen plays for television drama and feature films. He lives in Santa Fe, New Mexico.']","A Storm of Swords: Part 2 Blood and Gold (A Song of Ice and Fire, Book 3)",Visit Amazon's George R. R. Martin Page,"1,473,836 in Books (",$13.82,0007119550
"['Books', 'Science Fiction & Fantasy', 'Fantasy']",[],The Windsingers,Visit Amazon's Megan Lindholm Page,"1,447,900 in Books (",$29.78,000711253X
"['Books', 'Mystery, Thriller & Suspense', 'Mystery']","['A woman is killed by a poisoned dart in the enclosed confines of a commercial passeneger plane...From seat No.9, Hercule Poirot was ideally placed to observe his fellow air passengers. Over to his right sat a pretty young woman, clearly infatuated with the man opposite; ahead, in seat No.13, sat a Countess with a poorly-concealed cocaine habit; across the gangway in seat No.8, a detective writer was being troubled by an aggressive wasp. What Poirot did not yet realize was that behind him, in seat No.2, sat the slumped, lifeless body of a woman.']",Death in the Clouds (Poirot),Visit Amazon's Agatha Christie Page,"3,820,513 in Books (",$8.67,000711933X
"['Books', 'Literature & Fiction', 'Genre Fiction']","[""From the reviews for Winston's War 'A vividly realised record of the events surrounding the great Briton's remarkable rise. An intriguing tale of espionage and treason ... a work to enthral. This novel never ceases to be compelling.' Stephanie Cross, Daily Mail 'Churchill is a brooding presence ... as riveting as Francis Urquhart. Dobbs' novel is astonishingly historically accurate. He certainly knows where all the skeletons are hidden and where every body is buried. He manages to give a vivid impression of the seamier side of politics in the year that immediately preceded the outbreak of war ... compelling.' Anthony Howard, The Times"", ""For two decades, Michael Dobbs has been at the right hand of political controversy. He was at Mrs Thatcher's side as she took her first step into Downing Street as Prime Minister, and was a key aide to John Major when he was voted out. In between times he was bombed in Brighton, banished from Chequers and blamed for failing to secure a Blair-Major television debate.""]",Never Surrender,Michael Dobbs,"2,954,718 in Books (",$5.79,0007107250
"['Books', 'Literature & Fiction', 'Short Stories & Anthologies']","[""The very first collection of superb short stories featuring Hercule Poirot and Captain Hastings...First there was the mystery of the film star and the diamond! then came the 'suicide' that was murder! the mystery of the absurdly chaep flat! a suspicious death in a locked gun-room! a million dollar bond robbery! the curse of a pharoah's tomb! a jewel robbery by the sea! the abduction of a Prime Minister! the disappearance of a banker! a phone call from a dying man! and, finally, the mystery of the missing willl. What links these fascinating cases? Only the brilliant deductive powers of Hercule Poirot!""]",Poirot Investigates,Visit Amazon's Agatha Christie Page,"4,654,900 in Books (",$5.85,0007120702
"['Books', 'Mystery, Thriller & Suspense', 'Mystery']","[""A ruthless international cartel seeks world domination! Framed in the doorway of Poirot's bedroom stood an uninvited guest, coated from head to foot in dust. The man's gaunt face stared for a moment, then he swayed and fell. Who was he? Was he suffering from shock or just exhaustion? Above all, what was the significance of the figure 4, scribbled over and over again on a sheet of paper? Poirot finds himself plunged into a world of international intrigue, risking his life to uncover the truth about 'Number Four'.""]",The Big Four (Poirot),Visit Amazon's Agatha Christie Page,"3,263,782 in Books (",$30.26,0007120818
